external_compound_id,preferred_name,compound_family,strict_inclusion_class,direct_fks_inhibitory_evidence_rows,all_candidate_activity_rows_for_included_compound,mechanism_scope,fks1_specificity,smiles_canonical,inchikey,source_ids,manual_decision,manual_note,review_priority
EXT-FKS-0148,CHEMBL412790,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)CCCCCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,YJJRPPZVQBONEH-NOEKLFLESA-N,ChEMBL:CHEMBL412790,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0149,CHEMBL413199,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@@H]4C[C@@H](O)[C@@H](O)NC(=O)C5[C@@H](OC)[C@@H](OC)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,HXDBDPKMZXJNKW-RGLVSVEUSA-N,ChEMBL:CHEMBL413199,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0150,CHEMBL413521,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](OCCN)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)[C@@H](N)CCCCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,AZWUNFSPIAYYOZ-XYMYCTPNSA-N,ChEMBL:CHEMBL413521,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0151,CHEMBL414288,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)CCCCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,LRJGYSTYOUYCSC-WXVGHFLASA-N,ChEMBL:CHEMBL414288,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0152,CHEMBL414362,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)CCCCCCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,RYNRVIGYPJLTCP-IDACEGCDSA-N,ChEMBL:CHEMBL414362,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0408,CHEMBL415670,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,WUDMAISRDJLWQM-KESYHRTFSA-N,ChEMBL:CHEMBL415670,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0153,CHEMBL428614,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)CN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DJLBXGAUWBJJQP-TVQDTUTDSA-N,ChEMBL:CHEMBL428614,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0154,CHEMBL429520,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,XRXQXDRADCYFBG-GJWVBUFMSA-N,ChEMBL:CHEMBL429520,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0155,CHEMBL437250,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)CCCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,OJPVZUUCRJMOOS-SPHRYDHZSA-N,ChEMBL:CHEMBL437250,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0156,CHEMBL438185,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(/C=C/C(=O)OC)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,BODPDTBRVDGLKM-BSWWKCPPSA-N,ChEMBL:CHEMBL438185,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0157,CHEMBL438381,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](O)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)[C@@H](N)CN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,YACAGLUUPAACRO-OAGASEJOSA-N,ChEMBL:CHEMBL438381,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0158,CHEMBL438668,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCOc1ccc(NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](OC(=O)/C=C/c3ccc(O)c(O)c3)C2)cc1,HZNJRLWMTDJHQX-XWPDGZPZSA-N,ChEMBL:CHEMBL438668,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0409,CHEMBL4751360,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@H]1OC(=O)[C@H](CCCN(CCN)C(=O)[C@H](CCCN)N(CCN)CCN)NC(=O)[C@@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC(=O)[C@H]([C@@H](C)O)NC1=O,GKNDBVFQZHGKJV-CZWGZXGUSA-N,ChEMBL:CHEMBL4751360,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0410,CHEMBL4758391,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@H]1OC(=O)[C@H](CCCN(CCCN)C(=O)[C@@H](CCCN)N(CCN)CCN)NC(=O)[C@@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC(=O)[C@H]([C@@H](C)O)NC1=O,BBQPWUWAPMTWNO-FDXQBVOYSA-N,ChEMBL:CHEMBL4758391,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0411,CHEMBL4759855,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@H]1OC(=O)[C@H](CCCNC(=O)[C@@H](CCCN)N(CCN)CCN)NC(=O)[C@@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC(=O)[C@H]([C@@H](C)O)NC1=O,VIWVZKMDLXQMIX-NZCNIKISSA-N,ChEMBL:CHEMBL4759855,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0412,CHEMBL4800505,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCCCCCCCC[C@H]1OC(=O)[C@H](CCCN(CCCN)C(=O)[C@H](CCCN)N(CCN)CCN)NC(=O)[C@@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC(=O)[C@H]([C@@H](C)O)NC1=O,BBQPWUWAPMTWNO-KZLDELRHSA-N,ChEMBL:CHEMBL4800505,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0159,CHLOROGENIC ACID,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,CWVRJTMFETXNAD-JUHZACGLSA-N,ChEMBL:CHEMBL284616,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0016,CHEMBL3760049,echinocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,72,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@H](C)O)NC4=O)cc3)cc2)cc1,JHVAMHSQVVQIOT-ZREZJXSTSA-N,ChEMBL:CHEMBL3760049,,,P2_verify_family_and_source
EXT-FKS-0020,CHEMBL4764856,enfumafungin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,54,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4[C@H]5COC[C@@]4(C[C@@H](n4ncnc4-c4ccncc4)[C@@H]5OC[C@](C)(N)C(C)(C)C)C3=CC[C@@]2(C)[C@@H]1C(=O)O,RQNYUCOQFZEKBG-AMAXVAHISA-N,ChEMBL:CHEMBL4764856,,,P2_verify_family_and_source
EXT-FKS-0191,CHEMBL5414434,enfumafungin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,10,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(=O)O[C@@H]1C[C@]23C4=CC[C@@]5(C)[C@@H]6C(=O)C[C@H](C(C)C)[C@@]6(C)CC[C@]5(C)[C@H]4CC[C@H]2[C@@](C)(COC3O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,HXURBMQYBLUXCC-ZTRYZSRGSA-N,ChEMBL:CHEMBL5414434,,,P2_verify_family_and_source
EXT-FKS-0192,CHEMBL5426159,enfumafungin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,10,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4[C@@]5(C)COC(O)[C@@]4(C[C@@H](O)[C@@H]5O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3=CC[C@@]2(C)[C@@H]1C(=O)O,YLDXXHXLSBZJEC-LFTBGLIDSA-N,ChEMBL:CHEMBL5426159,,,P2_verify_family_and_source
EXT-FKS-0416,CHEMBL452101,pneumocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,9,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=C1/C(=C/c2ccc(O)cc2)CC/C1=C\c1ccc(O)cc1,YSEMBYWAAKOCKW-JOBJLJCHSA-N,ChEMBL:CHEMBL452101,,,P2_verify_family_and_source
EXT-FKS-0417,CHEMBL459922,echinocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,9,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,Cc1cc(-c2cccnc2)nc2ccc(Br)cc12,FTTJROUNFXNASR-UHFFFAOYSA-N,ChEMBL:CHEMBL459922,,,P2_verify_family_and_source
EXT-FKS-0454,CHEMBL2369955,mulundocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,8,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CCCCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H](CO)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,WUPSJTQKGFMDON-YYZYRETJSA-N,ChEMBL:CHEMBL2369955,,,P2_verify_family_and_source
EXT-FKS-0218,CHEMBL412839,pneumocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,8,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](OCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,LJKPFWANICWKBY-QNYRWOSYSA-N,ChEMBL:CHEMBL412839,,,P2_verify_family_and_source
EXT-FKS-0219,CHEMBL412976,pneumocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,8,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](OCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,GEJINPNVLFURRC-INERLFPESA-N,ChEMBL:CHEMBL412976,,,P2_verify_family_and_source
EXT-FKS-0493,CHEMBL1160279,echinocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,7,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(OC(=O)NCCN(C)C)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@H](C)O)NC1=O.O=C(O)C(F)(F)F,SFNWZLYLAHVETP-MEOIHSALSA-N,ChEMBL:CHEMBL1160279,,,P2_verify_family_and_source
EXT-FKS-0494,CHEMBL1160280,echinocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,7,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(OC(=O)OCCN(C)C)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@H](C)O)NC1=O.O=C(O)C(F)(F)F,YYSYUJYYDRBIRN-MEOIHSALSA-N,ChEMBL:CHEMBL1160280,,,P2_verify_family_and_source
EXT-FKS-0413,CHEMBL1790214,echinocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,7,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C/C=C1/NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)CC(O)CCCCCCCCCCCCC)COC(=O)[C@H]([C@H](O)CCl)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,KZSKIDBMTSZKLE-IBFBLMEYSA-N,ChEMBL:CHEMBL1790214,,,P2_verify_family_and_source
EXT-FKS-0498,CHEMBL267318,echinocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,7,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(OC(=O)CCCC(=O)O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@H](C)O)NC1=O,UMCMTRYXXPOIEZ-WVRIDFMVSA-N,ChEMBL:CHEMBL267318,,,P2_verify_family_and_source
EXT-FKS-0500,CHEMBL405465,echinocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,7,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@H](C)O)NC1=O,DQXPFAADCTZLNL-YSHLLHMASA-N,ChEMBL:CHEMBL405465,,,P2_verify_family_and_source
EXT-FKS-0214,CHEMBL1790210,echinocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,6,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,C/C=C1/NC(=O)[C@H]([C@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](CCN)NC(=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCCCC)COC(=O)[C@H]([C@H](O)CCl)NC(=O)[C@H]([C@H](O)C(=O)O)NC1=O,KZSKIDBMTSZKLE-DUDBAINESA-N,ChEMBL:CHEMBL1790210,,,P2_verify_family_and_source
EXT-FKS-0497,CHEMBL266844,pneumocandin,known_FKS_or_glucan_synthase_inhibitor_family_candidate,0,5,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(OP(=O)(O)O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,AACNNVWJHCPRCZ-FLSSHVAGSA-N,ChEMBL:CHEMBL266844,,,P2_verify_family_and_source
